1.177269994964241384e+01,1.292093196303102687e+01
1.410184861725817029e+01,1.403463419221254860e+01
9.487185527115592265e+00,7.918411541534393194e+00
8.204385951599899585e+00,1.055718872739857872e+01
1.016833092669444483e+01,1.155889706071103262e+01
9.709006947205562454e+00,8.874211757121535982e+00
1.533990290307300519e+01,1.703759513389070435e+01
1.170665608771119892e+01,1.010223650744538659e+01
8.799484642844664251e+00,7.664214023101960649e+00
1.201315644096943203e+01,1.668813676169028781e+01
1.670974925556838286e+01,1.677992200824898816e+01
1.091349781990901491e+01,1.336134352098202704e+01
1.825279909221318420e+01,1.307291383251994432e+01
1.071015682981171047e+01,1.265769808356975368e+01
1.334441952996596470e+01,1.610646595280290683e+01
1.065675596193767127e+01,1.101643239860131018e+01
1.218107416663876919e+01,1.393617108447132402e+01
1.638782924947492603e+01,1.575563078681959261e+01
1.575157368623266407e+01,1.343054926359085499e+01
1.387037186553640389e+01,1.728629019628882446e+01
1.273083552191613954e+01,1.148803498001976209e+01
1.283774159187700192e+01,1.160517441374540226e+01
7.245988735857999963e+00,1.022873871067955065e+01
9.612365379325400028e+00,1.389101200825971993e+01
8.314071060378969591e+00,1.113190273783490980e+01
1.408514611135271011e+01,1.208482156126106233e+01
1.034292372461054832e+01,1.158685905376284531e+01
7.969551836880080842e+00,8.824734935927855517e+00
1.344856020392465723e+01,1.344796177829112516e+01
1.226729885389648445e+01,1.151995464262622271e+01
1.536423912728150931e+01,1.556892620913612824e+01
1.487033380107919278e+01,1.669160153578624772e+01
1.375428807978337353e+01,1.090553512674553538e+01
1.091004552493605395e+01,1.198715471276896416e+01
1.244519886302017575e+01,1.531653149403832970e+01
1.223390173665328540e+01,1.194909359469596488e+01
2.199882292253186833e+01,1.364422190505180321e+00
7.080608599009431181e+00,1.142739175468641477e+01
1.323546966890783594e+01,1.386057858700124079e+01
1.089284915464428849e+01,1.319430797535236444e+01
1.152056723873629274e+01,1.227741958472609340e+01
1.003685318620580169e+01,8.327206813763181614e+00
1.367467676426098144e+01,1.418689997171786388e+01
7.045802756862381777e+00,1.240108748711124065e+01
1.030527849597436152e+01,1.466335701381736101e+01
1.112224117996484019e+01,1.209899433149953296e+01
9.956026042035768242e+00,7.346181604578962521e+00
1.327022199939059988e+01,1.344626607195200485e+01
1.337523245374355696e+01,1.769381617120858508e+01
1.227177004002534666e+01,1.833261101326181119e+01
9.297404198886118465e+00,1.220809835663994214e+01
1.427980135873450074e+01,1.483473603947069819e+01
1.103536191283142820e+01,8.602165855232120961e+00
1.091029460041396248e+01,1.227518438056874217e+01
7.854334361742886017e+00,1.112619996161809865e+01
1.076884158719352946e+01,9.165301289336584389e+00
1.377172570839175592e+01,1.088651505748057247e+01
1.181683209086802400e+01,9.456719594713186794e+00
1.595934308432966731e+01,1.315059405452026198e+01
8.334910535176687674e+00,9.047049231816487236e+00
1.163409247046943662e+01,1.470508888647068346e+01
1.342563600264241153e+01,1.050147510702629461e+01
1.484511908676842395e+01,1.254887941019510755e+01
1.153463839088107790e+01,1.903944988712722619e+01
1.460183352618191321e+01,1.292136212736580703e+01
1.705101979665073131e+01,1.521227194102474201e+01
1.617917736525763317e+01,1.460543401092017390e+01
8.318956517890956803e+00,9.858540342438754323e+00
1.432457324168222712e+01,1.398488812867109132e+01
1.204474198010474773e+01,1.443674955503405855e+01
1.375048080625966840e+01,1.603878339748316151e+01
1.289195735668825016e+01,1.332710078682075228e+01
9.086339481902829363e+00,1.377100108421815960e+01
1.562561895308122217e+01,1.635549944908612829e+01
1.040110468963631796e+01,1.251853328444613744e+01
9.240281099125038367e+00,1.117938738521991127e+01
9.599816374319317447e+00,7.692449424483026377e+00
2.193946236134559413e+01,1.446515933671218512e+01
1.354108438278723447e+01,1.014490428613387074e+01
1.555886315569094691e+01,1.377107490326981321e+01
1.448339213398468317e+01,1.080803691890139540e+01
1.025838929609531824e+01,1.053561518083559534e+01
8.932933419242388595e+00,1.213346544196397403e+01
6.424437634648867856e+00,1.108748167450403699e+01
9.557162085796571560e+00,1.116524544979848699e+01
1.240083421954285647e+01,1.462733137158893904e+01
7.070253073927792009e+00,1.009837420543927955e+01
1.096758214538343168e+01,9.245273387112570518e+00
1.496736221733583605e+01,1.222181172415699102e+01
1.676946365020795326e+01,1.199389361893399730e+01
1.153513292678453261e+01,1.438341818316228604e+01
8.121110718826962227e+00,1.217289374913029398e+01
1.314340786285149854e+01,1.416115407228437562e+01
2.153869670541197578e+01,1.590131000917213022e+01
1.455940493180380102e+01,1.546775577102596522e+01
1.531152117526752399e+01,1.893679797440693235e+01
1.160500078451225470e+01,1.336631510531389999e+01
1.391974932111357610e+01,1.578791136969057796e+01
8.528414899844317887e+00,1.216829131475121883e+01
1.111814912470772931e+01,1.040383134671408882e+01
9.219819794880663721e+00,1.009505028014253725e+01
2.195126781387800818e+01,1.743582953781349332e+01
7.139067594179296705e+00,1.010779686956663070e+01
1.563236992326674901e+01,1.360972080939711049e+01
1.455896205953642664e+01,1.760511875785562808e+01
1.788814498110803086e+01,1.294853711422580567e+01
7.551581386203411128e+00,1.099363361340991396e+01
1.286511424938513137e+01,1.384944856042664085e+01
1.786281254095173310e+01,1.375469869622068941e+01
5.497161118622400977e+00,9.986584829225042981e+00
1.587365094825482537e+01,1.376863368705480362e+01
1.447830426398984471e+01,8.351716452939861313e+00
1.358468194898185466e+01,1.305853883630143741e+01
1.353416566339344840e+01,1.089139424344370788e+01
1.092732343076157875e+01,9.736284490584829143e+00
1.029863714733368241e+01,9.353552199460207106e+00
1.242982311883124069e+01,1.082396721895144154e+01
1.153084162573483695e+01,1.252414603656301040e+01
1.441951482475051982e+01,1.495256047846128844e+01
9.362411497488789536e+00,1.054538744625316227e+01
6.548188851812327016e+00,8.213028997332045833e+00
9.357525357687556777e+00,1.048099743078078738e+01
1.723962957009199570e+01,1.069941652675348465e+01
1.687326456832783705e+01,1.240789126821845301e+01
1.172203787781541706e+01,1.058948146170921767e+01
1.212246379496133208e+01,1.198404164970018826e+01
1.280534799696217796e+01,1.396655596131956578e+01
8.320554712304252476e+00,8.646759728712092752e+00
1.266628267756227189e+01,1.376798159917029274e+01
1.647665787075347765e+01,1.308565350414705009e+01
1.651627131678203497e+01,1.670929069749642437e+01
1.296179375499142417e+01,1.095784408875696236e+01
1.478582399999118202e+01,8.608430058104421079e+00
9.859327654240718886e+00,1.636060248796802341e+01
1.336600841511224935e+01,1.171826971517490534e+01
1.412491084182599721e+01,1.142949679881494696e+01
1.264112559555461601e+01,1.487450466896285128e+01
1.061416853943700822e+01,1.031138055622523630e+01
1.394735722852606941e+01,1.644895227698077278e+01
8.948105960683244930e+00,1.395573479885175239e+01
1.045820511813668929e+01,1.127988061932485309e+01
7.308453364440431699e+00,1.098178795524210827e+01
1.682776934348033748e+01,1.660865922581125176e+01
1.405893334229648772e+01,1.211601329572597052e+01
1.159899761447851141e+01,8.425192147562800216e+00
1.189506931683144586e+01,1.512252219464086522e+01
1.510097724515158646e+01,1.206297343831634450e+01
1.135942420780557782e+01,1.323098796957479628e+01
1.334055449053559705e+01,1.552055406476396904e+01
1.477673491288605234e+01,1.281252609889129523e+01
1.121478896476769371e+01,1.424093609827640705e+01
9.183456574841011744e+00,9.117133578234296820e+00
1.021262209908391227e+01,1.107472018681986548e+01
1.188842064354905936e+01,5.066817017461658246e+00
1.500457116154887238e+01,1.116379125676939132e+01
1.578973407149602259e+01,1.292950368220283863e+01
1.284121508507385023e+01,1.029448637758700791e+01
1.455797408871783460e+01,5.428702013231888834e+00
1.365080655819028621e+01,1.264416858237093599e+01
1.101152181783064421e+01,1.188345079492230916e+01
1.471555002155721148e+01,1.517160209590252329e+01
9.502936990535124195e+00,1.494391470820063184e+01
9.649378850409934927e+00,1.285985421402286200e+01
1.211251846230227969e+01,1.207376535664178085e+01
1.098533446748304243e+01,1.283488918785879029e+01
1.324797894707922374e+01,1.287638439869385465e+01
1.510141472639348237e+01,1.444455945463178637e+01
9.916168431807451000e+00,1.295155950242127751e+01
1.044413856320168499e+01,1.256558583115132599e+01
1.028707177842284004e+01,1.148659750186450346e+01
1.018896198992090874e+01,1.066021084765606908e+01
1.188313026078354184e+01,6.950825575197342232e+00
9.855230176341024162e+00,1.077706593766648879e+01
1.323869164237311402e+01,1.068541224422424563e+01
1.198610411592239799e+01,1.260626453102492839e+01
1.375722255270570393e+01,1.570838283369978861e+01
9.768078195567753141e+00,9.577075319621378924e+00
1.298405908843592016e+01,9.658362363129855410e+00
1.053453204348608274e+01,1.606548582595523555e+01
1.118024320861614029e+01,1.341324202650841713e+01
1.251659429310314842e+01,1.405265436928923606e+01
1.565247086454118808e+01,1.045709285540392841e+01
1.379632392234181815e+01,1.392074939747490880e+01
8.548190866163000834e+00,1.070790735739329769e+01
1.212691365637313723e+01,1.289584864293486710e+01
1.007186773493604903e+01,1.340706348434490636e+01
1.164629879114396793e+01,1.181890355024839323e+01
1.651159609610051149e+01,1.636688706255750603e+01
1.490276581401232114e+01,1.436058284998293288e+01
1.246810295404186064e+01,1.174161525843855003e+01
1.041712213567019241e+01,9.957803076069913217e+00
7.700823278392754823e+00,1.056122651578387028e+01
1.314054971706896069e+01,1.185052095522788385e+01
1.004652308387874626e+01,1.524670684603608706e+01
1.152746370252459585e+01,1.103896275796600612e+01
1.328071638864603266e+01,1.461145466366257750e+01
1.557172195998897202e+01,1.396285222119121805e+01
1.498456284021904494e+01,1.294689703657384072e+01
1.230155752927795554e+01,1.310162035517965862e+01
1.273168981233649433e+01,1.182848399559874863e+01
8.778753597297558997e+00,9.957740946155615447e+00
1.094147816920506600e+01,1.686268663397390455e+01
1.554772777164725817e+01,1.351234375964374479e+01
1.204830909269189299e+01,1.254269136721391575e+01
1.009586647570614026e+01,1.543650998285094822e+01
1.360256453287511569e+01,1.731704853175144976e+01
1.384805849502493125e+01,1.341510087281380947e+01
9.151720729546379829e+00,8.631814052232288148e+00
1.241514635958947643e+01,1.023859447909083187e+01
1.711069527441657101e+01,1.557910713911094192e+01
1.224497353364933439e+01,1.149983877660482356e+01
1.678651548869738974e+01,1.395347397754999896e+01
9.581667732315269248e+00,8.569719410855734409e+00
1.641940764127878793e+01,1.660093070865273290e+01
1.690828124044696779e+01,1.237751076770574166e+01
1.046443300554166456e+01,1.185084342949631697e+01
1.559037081906951983e+01,1.364474893393882837e+01
1.374913956901206546e+01,1.159915400417935594e+01
1.591031063979101923e+01,1.818958076910522337e+01
1.441312090261583556e+01,1.037290664607511559e+01
1.646346405308496941e+01,1.863689544363870709e+01
7.824839785230591538e+00,1.178131955677723930e+01
1.418054901460724615e+01,1.425327375172944855e+01
1.631858092807428662e+01,1.420323291158415380e+01
7.949898546017039713e+00,7.421223996567020365e+00
1.569275426708986387e+01,1.705583017741361473e+01
8.999535802921938554e+00,1.354007465268703925e+01
1.337572736519666172e+01,1.312504277793597396e+01
1.488883867321674259e+01,1.669251010038448158e+01
1.453579882937716761e+01,1.150510778788547839e+01
1.575538284626062691e+01,1.042806593905583945e+01
8.733411800055128182e+00,9.667570410462296593e+00
1.100387629566440850e+01,9.911985419351916349e+00
8.034883373127994943e+00,1.302393497533582156e+01
1.672584181587851404e+01,1.244432387256590289e+01
1.362117763516408786e+01,6.642112330877897541e+00
1.629083524712987696e+01,1.143303992202574015e+01
1.329923360513357444e+01,1.139862328226217336e+01
9.467775391880945079e+00,1.403256223262974345e+01
1.761476105046839535e+01,1.386866618595213296e+01
1.357036357694161666e+01,1.489896729484475024e+01
7.987598901339194590e+00,1.214105314783769174e+01
1.091590993053243253e+01,1.375577932487890109e+01
9.212916483129104606e+00,6.342609228091795615e+00
1.330694739217611833e+01,1.001095895466661467e+01
8.687758423505860250e+00,7.098051267371221940e+00
1.177022535557709659e+01,1.153834604627716942e+01
1.341927825118931672e+01,1.299142911509145648e+01
1.234148700791656239e+01,1.319634744662804948e+01
1.395341199303253532e+01,1.242651033526009030e+01
1.520637586278282605e+01,1.635918574496509237e+01
9.795841217247810206e+00,1.637205236037597444e+01
9.802923274394716557e+00,1.215039054496255844e+01
1.621720719118890841e+01,1.663231922839559118e+01
1.110749366207598854e+01,1.123511620329083271e+01
1.304829184163740763e+01,1.317312967840557825e+01
1.052115741621478939e+01,1.100515507790931657e+01
1.153397439911604039e+01,1.326087146442375797e+01
7.189161326426575904e+00,1.287290379599369672e+01
1.106497565982263076e+01,1.067528880096820565e+01
1.092003010151594289e+01,8.955954409810482630e+00
